,BILLED_DATE,ID,SERVICE_type,Unique ID check,NET_AMOUNT,INVOICESTATUS,COLLECTED,APPROVEDDATE,Service Name
726,23-07-2020 10:26,588,Test Service - 31,,0,Settled,23-07-2020 10:26,23-07-2020 10:26,Location 4
727,23-07-2020 10:45,589,Test Service - 31,,800,Settled,23-07-2020 10:45,23-07-2020 10:45,Location 4
728,23-07-2020 10:59,590,Test Service - 31,,800,Settled,23-07-2020 10:59,23-07-2020 10:59,Location 4
729,23-07-2020 12:12,591,Test Service - 31,,800,Settled,23-07-2020 12:12,23-07-2020 12:12,Location 4
730,23-07-2020 12:21,592,Test Service - 31,,0,Settled,23-07-2020 12:21,23-07-2020 12:21,Location 9
731,23-07-2020 12:46,593,Test Service - 31,,800,Settled,23-07-2020 12:46,23-07-2020 12:46,Location 9
732,23-07-2020 12:47,594,Test Service - 31,,800,Settled,23-07-2020 12:47,23-07-2020 12:47,Location 9
733,23-07-2020 12:50,595,Test Service - 31,,720,Settled,23-07-2020 12:50,23-07-2020 12:50,Location 9
734,23-07-2020 12:51,596,Test Service - 35,,900,Settled,23-07-2020 12:51,23-07-2020 12:51,Location 14
735,23-07-2020 12:53,597,Test Service - 31,,720,Settled,23-07-2020 12:53,23-07-2020 12:53,Location 4
736,23-07-2020 13:00,598,Test Service - 31,,800,Settled,23-07-2020 13:00,23-07-2020 13:00,Location 9
737,23-07-2020 13:29,599,Test Service - 31,,0,Settled,23-07-2020 13:29,23-07-2020 13:29,Location 9
738,23-07-2020 13:30,678,Test Service - 31,,800,Settled,23-07-2020 13:30,23-07-2020 13:30,Location 4
739,23-07-2020 14:31,679,Test Service - 31,,800,Settled,23-07-2020 14:31,23-07-2020 14:31,Location 9
740,23-07-2020 14:46,680,Test Service - 31,,0,Settled,23-07-2020 14:46,23-07-2020 14:46,Location 4
741,23-07-2020 15:02,681,Test Service - 31,,800,Settled,23-07-2020 15:02,23-07-2020 15:02,Location 9
742,23-07-2020 15:03,682,Test Service - 31,,0,Settled,23-07-2020 15:03,23-07-2020 15:03,Location 9
743,23-07-2020 15:30,683,Test Service - 33,,1000,Settled,23-07-2020 15:30,23-07-2020 15:30,Location 16
744,23-07-2020 15:39,684,Test Service - 34,,1200,Settled,23-07-2020 15:39,23-07-2020 15:39,Location 6
745,23-07-2020 15:43,685,Test Service - 34,,1200,Settled,23-07-2020 15:43,23-07-2020 15:43,Location 6
746,23-07-2020 15:44,686,Test Service - 31,,800,Settled,23-07-2020 15:44,23-07-2020 15:44,Location 4
747,23-07-2020 16:13,687,Test Service - 31,,0,Settled,23-07-2020 16:13,23-07-2020 16:13,Location 4
748,23-07-2020 16:14,688,Test Service - 31,,720,Settled,23-07-2020 16:14,23-07-2020 16:14,Location 10
749,23-07-2020 16:23,689,Test Service - 31,,0,Settled,23-07-2020 16:23,23-07-2020 16:23,Location 10
750,23-07-2020 16:32,690,Test Service - 31,,0,Cancelled,23-07-2020 16:32,23-07-2020 16:32,Location 4
751,23-07-2020 17:15,691,Test Service - 31,,800,Settled,23-07-2020 17:15,23-07-2020 17:15,Location 10
752,23-07-2020 17:25,692,Test Service - 34,,1080,Settled,23-07-2020 17:25,23-07-2020 17:25,Location 6
753,23-07-2020 18:11,693,Test Service - 31,,0,Settled,23-07-2020 18:11,23-07-2020 18:11,Location 1
754,23-07-2020 18:15,694,Test Service - 38,,1000,Settled,23-07-2020 18:15,23-07-2020 18:15,Location 3
755,23-07-2020 18:36,695,Test Service - 38,,0,Settled,23-07-2020 18:36,23-07-2020 18:36,Location 3
756,23-07-2020 18:44,696,Test Service - 31,,800,Settled,23-07-2020 18:44,23-07-2020 18:44,Location 1
757,23-07-2020 18:51,697,Test Service - 33,,0,Settled,23-07-2020 18:51,23-07-2020 18:51,Location 15
758,23-07-2020 18:55,698,Test Service - 31,,800,Settled,23-07-2020 18:55,23-07-2020 18:55,Location 1
759,23-07-2020 19:05,432,Test Service - 31,,800,Settled,23-07-2020 19:05,23-07-2020 19:05,Location 10
760,23-07-2020 19:33,433,Test Service - 37,,1350,Settled,23-07-2020 19:33,23-07-2020 19:33,Location 7
761,23-07-2020 19:36,434,Test Service - 31,,0,Settled,23-07-2020 19:36,23-07-2020 19:36,Location 1
762,23-07-2020 19:40,435,Test Service - 31,,800,Settled,23-07-2020 19:40,23-07-2020 19:40,Location 10
763,23-07-2020 19:41,436,Test Service - 31,,680,Settled,23-07-2020 19:41,23-07-2020 19:41,Location 1
764,23-07-2020 19:43,437,Test Service - 31,,0,Cancelled,23-07-2020 19:43,23-07-2020 19:43,Location 1
765,24-07-2020 09:36,438,Test Service - 31,,0,Settled,24-07-2020 09:36,24-07-2020 09:36,Location 10
766,24-07-2020 09:54,439,Test Service - 31,,680,Settled,24-07-2020 09:54,24-07-2020 09:54,Location 10
767,24-07-2020 10:28,440,Test Service - 31,,800,Settled,24-07-2020 10:28,24-07-2020 10:28,Location 1
768,24-07-2020 11:09,441,Test Service - 31,,800,Settled,24-07-2020 11:09,24-07-2020 11:09,Location 10
769,24-07-2020 11:12,442,Test Service - 31,,0,Settled,24-07-2020 11:12,24-07-2020 11:12,Location 1
770,24-07-2020 11:17,443,Test Service - 31,,800,Settled,24-07-2020 11:17,24-07-2020 11:17,Location 10
771,24-07-2020 12:09,444,Test Service - 38,,1000,Settled,24-07-2020 12:09,24-07-2020 12:09,Location 3
772,24-07-2020 12:15,445,Test Service - 37,,1350,Settled,24-07-2020 12:15,24-07-2020 12:15,Location 7
773,24-07-2020 12:25,446,Test Service - 31,,800,Settled,24-07-2020 12:25,24-07-2020 12:25,Location 1
774,24-07-2020 13:17,447,Test Service - 31,,800,Settled,24-07-2020 13:17,24-07-2020 13:17,Location 1
775,24-07-2020 13:49,448,Test Service - 31,,800,Settled,24-07-2020 13:49,24-07-2020 13:49,Location 1
776,24-07-2020 15:38,449,Test Service - 33,,1000,Settled,24-07-2020 15:38,24-07-2020 15:38,Location 15
777,24-07-2020 16:23,450,Test Service - 37,,-1350,Cancelled,24-07-2020 16:23,24-07-2020 16:23,Location 7
778,24-07-2020 18:01,451,Test Service - 37,,1350,Settled,24-07-2020 18:01,24-07-2020 18:01,Location 7
779,24-07-2020 18:08,452,Test Service - 35,,900,Settled,24-07-2020 18:08,24-07-2020 18:08,Location 14
780,24-07-2020 18:24,765,Test Service - 31,,640,Settled,24-07-2020 18:24,24-07-2020 18:24,Location 9
781,24-07-2020 18:37,766,Test Service - 31,,800,Settled,24-07-2020 18:37,24-07-2020 18:37,Location 1
782,24-07-2020 18:46,767,Test Service - 31,,0,Settled,24-07-2020 18:46,24-07-2020 18:46,Location 9
783,24-07-2020 19:01,768,Test Service - 37,,1350,Settled,24-07-2020 19:01,24-07-2020 19:01,Location 7
784,24-07-2020 19:19,769,Test Service - 34,,1080,Settled,24-07-2020 19:19,24-07-2020 19:19,Location 6
785,24-07-2020 19:27,770,Test Service - 31,,720,Settled,24-07-2020 19:27,24-07-2020 19:27,Location 9
786,24-07-2020 19:34,771,Test Service - 33,,0,Settled,24-07-2020 19:34,24-07-2020 19:34,Location 2
787,24-07-2020 19:34,772,Test Service - 31,,-800,Cancelled,24-07-2020 19:34,24-07-2020 19:34,Location 1
788,24-07-2020 19:41,773,Test Service - 31,,800,Settled,24-07-2020 19:41,24-07-2020 19:41,Location 1
789,25-07-2020 10:13,774,Test Service - 31,,0,Settled,25-07-2020 10:13,25-07-2020 10:13,Location 9
790,25-07-2020 12:15,775,Test Service - 31,,800,Settled,25-07-2020 12:15,25-07-2020 12:15,Location 1
791,25-07-2020 12:29,776,Test Service - 31,,0,Settled,25-07-2020 12:29,25-07-2020 12:29,Location 9
792,25-07-2020 13:28,777,Test Service - 31,,800,Settled,25-07-2020 13:28,25-07-2020 13:28,Location 1
793,25-07-2020 13:32,778,Test Service - 31,,800,Settled,25-07-2020 13:32,25-07-2020 13:32,Location 1
794,25-07-2020 13:35,779,Test Service - 31,,0,Settled,25-07-2020 13:35,25-07-2020 13:35,Location 9
795,25-07-2020 14:10,780,Test Service - 31,,0,Settled,25-07-2020 14:10,25-07-2020 14:10,Location 8
796,25-07-2020 14:18,781,Test Service - 31,,800,Settled,25-07-2020 14:18,25-07-2020 14:18,Location 8
797,25-07-2020 14:26,782,Test Service - 31,,0,Settled,25-07-2020 14:26,25-07-2020 14:26,Location 9
798,25-07-2020 15:01,783,Test Service - 31,,0,Settled,25-07-2020 15:01,25-07-2020 15:01,Location 4
799,25-07-2020 15:07,784,Test Service - 31,,800,Settled,25-07-2020 15:07,25-07-2020 15:07,Location 4
800,25-07-2020 15:14,785,Test Service - 31,,0,Settled,25-07-2020 15:14,25-07-2020 15:14,Location 8
801,25-07-2020 15:29,345,Test Service - 31,,0,Settled,25-07-2020 15:29,25-07-2020 15:29,Location 8
802,25-07-2020 17:29,346,Test Service - 31,,800,Settled,25-07-2020 17:29,25-07-2020 17:29,Location 1
803,25-07-2020 17:32,347,Test Service - 31,,-800,Cancelled,25-07-2020 17:32,25-07-2020 17:32,Location 8
804,25-07-2020 17:37,348,Test Service - 31,,720,Settled,25-07-2020 17:37,25-07-2020 17:37,Location 8
805,25-07-2020 18:34,349,Test Service - 38,,1000,Settled,25-07-2020 18:34,25-07-2020 18:34,Location 3
806,25-07-2020 18:36,350,Test Service - 37,,1350,Settled,25-07-2020 18:36,25-07-2020 18:36,Location 7
807,25-07-2020 18:37,351,Test Service - 31,,800,Settled,25-07-2020 18:37,25-07-2020 18:37,Location 4
808,25-07-2020 18:38,352,Test Service - 38,,1000,Settled,25-07-2020 18:38,25-07-2020 18:38,Location 3
809,25-07-2020 18:43,353,Test Service - 38,,1000,Settled,25-07-2020 18:43,25-07-2020 18:43,Location 3
810,25-07-2020 18:52,354,Test Service - 31,,800,Settled,25-07-2020 18:52,25-07-2020 18:52,Location 4
811,25-07-2020 18:55,355,Test Service - 34,,0,Settled,25-07-2020 18:55,25-07-2020 18:55,Location 6
812,25-07-2020 18:57,356,Test Service - 31,,720,Settled,25-07-2020 18:57,25-07-2020 18:57,Location 8
813,25-07-2020 19:14,357,Test Service - 34,,1080,Settled,25-07-2020 19:14,25-07-2020 19:14,Location 6
814,25-07-2020 19:14,358,Test Service - 31,,800,Settled,25-07-2020 19:14,25-07-2020 19:14,Location 8
815,25-07-2020 19:30,359,Test Service - 34,,0,Settled,25-07-2020 19:30,25-07-2020 19:30,Location 6
816,25-07-2020 19:39,360,Test Service - 34,,1200,PartiallySettled,25-07-2020 19:39,25-07-2020 19:39,Location 6
817,25-07-2020 19:46,361,Test Service - 31,,0,Settled,25-07-2020 19:46,25-07-2020 19:46,Location 4
818,26-07-2020 09:02,362,Test Service - 34,,1080,Settled,26-07-2020 09:02,26-07-2020 09:02,Location 6
819,26-07-2020 09:19,363,Test Service - 34,,1200,Settled,26-07-2020 09:19,26-07-2020 09:19,Location 6
820,26-07-2020 09:33,364,Test Service - 34,,0,Settled,26-07-2020 09:33,26-07-2020 09:33,Location 6
821,26-07-2020 10:20,365,Test Service - 33,,1000,Settled,26-07-2020 10:20,26-07-2020 10:20,Location 12
822,26-07-2020 10:52,366,Test Service - 31,,-800,Cancelled,26-07-2020 10:52,26-07-2020 10:52,Location 8
823,26-07-2020 10:57,367,Test Service - 31,,800,Settled,26-07-2020 10:57,26-07-2020 10:57,Location 8
824,26-07-2020 11:20,368,Test Service - 34,,1200,Settled,26-07-2020 11:20,26-07-2020 11:20,Location 6
825,26-07-2020 12:12,369,Test Service - 31,,800,Settled,26-07-2020 12:12,26-07-2020 12:12,Location 4
826,26-07-2020 12:17,370,Test Service - 34,,-1200,Cancelled,26-07-2020 12:17,26-07-2020 12:17,Location 6
827,26-07-2020 12:41,371,Test Service - 31,,800,Settled,26-07-2020 12:41,26-07-2020 12:41,Location 8
828,26-07-2020 12:43,372,Test Service - 37,,-1350,Cancelled,26-07-2020 12:43,26-07-2020 12:43,Location 7
829,26-07-2020 12:44,373,Test Service - 31,,720,Settled,26-07-2020 12:44,26-07-2020 12:44,Location 4
830,26-07-2020 13:39,374,Test Service - 31,,800,Settled,26-07-2020 13:39,26-07-2020 13:39,Location 8
831,26-07-2020 13:42,375,Test Service - 31,,0,Settled,26-07-2020 13:42,26-07-2020 13:42,Location 9
832,26-07-2020 14:33,2342,Test Service - 31,,800,Settled,26-07-2020 14:33,26-07-2020 14:33,Location 8
833,26-07-2020 14:39,2343,Test Service - 31,,800,Settled,26-07-2020 14:39,26-07-2020 14:39,Location 9
834,26-07-2020 15:41,2344,Test Service - 31,,800,Settled,26-07-2020 15:41,26-07-2020 15:41,Location 9
835,26-07-2020 17:00,2345,Test Service - 31,,0,Settled,26-07-2020 17:00,26-07-2020 17:00,Location 9
836,26-07-2020 17:42,2346,Test Service - 31,,560,Pending,26-07-2020 17:42,26-07-2020 17:42,Location 9
837,26-07-2020 17:46,2347,Test Service - 31,,800,Settled,26-07-2020 17:46,26-07-2020 17:46,Location 1
838,26-07-2020 18:38,2348,Test Service - 31,,0,Settled,26-07-2020 18:38,26-07-2020 18:38,Location 9
839,26-07-2020 18:41,2349,Test Service - 31,,720,Settled,26-07-2020 18:41,26-07-2020 18:41,Location 9
840,26-07-2020 18:43,2350,Test Service - 31,,0,Settled,26-07-2020 18:43,26-07-2020 18:43,Location 1
841,26-07-2020 18:49,2351,Test Service - 31,,800,Settled,26-07-2020 18:49,26-07-2020 18:49,Location 8
842,26-07-2020 19:01,2352,Test Service - 31,,0,Settled,26-07-2020 19:01,26-07-2020 19:01,Location 9
843,26-07-2020 19:07,2353,Test Service - 31,,720,Settled,26-07-2020 19:07,26-07-2020 19:07,Location 1
844,26-07-2020 19:22,2354,Test Service - 31,,0,Settled,26-07-2020 19:22,26-07-2020 19:22,Location 9
845,26-07-2020 19:27,2355,Test Service - 31,,800,Settled,26-07-2020 19:27,26-07-2020 19:27,Location 1
846,26-07-2020 19:58,2356,Test Service - 37,,1350,Settled,26-07-2020 19:58,26-07-2020 19:58,Location 7
847,27-07-2020 10:48,2357,Test Service - 38,,1000,Settled,27-07-2020 10:48,27-07-2020 10:48,Location 3
848,27-07-2020 10:49,3434,Test Service - 31,,0,Settled,27-07-2020 10:49,27-07-2020 10:49,Location 1
849,27-07-2020 10:59,3435,Test Service - 31,,720,Settled,27-07-2020 10:59,27-07-2020 10:59,Location 4
850,27-07-2020 11:08,3436,Test Service - 31,,800,Settled,27-07-2020 11:08,27-07-2020 11:08,Location 1
851,27-07-2020 11:17,3437,Test Service - 32,,0,Settled,27-07-2020 11:17,27-07-2020 11:17,Location 13
852,27-07-2020 11:45,3438,Test Service - 31,,800,Settled,27-07-2020 11:45,27-07-2020 11:45,Location 4
853,27-07-2020 11:57,3439,Test Service - 31,,800,Settled,27-07-2020 11:57,27-07-2020 11:57,Location 4
854,27-07-2020 12:02,3440,Test Service - 31,,800,Settled,27-07-2020 12:02,27-07-2020 12:02,Location 1
855,27-07-2020 12:03,3441,Test Service - 38,,1000,Settled,27-07-2020 12:03,27-07-2020 12:03,Location 3
856,27-07-2020 12:06,3442,Test Service - 38,,1000,Pending,27-07-2020 12:06,27-07-2020 12:06,Location 3
857,27-07-2020 12:33,3443,Test Service - 31,,800,Settled,27-07-2020 12:33,27-07-2020 12:33,Location 1
858,27-07-2020 12:38,3444,Test Service - 34,,0,Settled,27-07-2020 12:38,27-07-2020 12:38,Location 6
859,27-07-2020 12:53,2434,Test Service - 33,,1000,Settled,27-07-2020 12:53,27-07-2020 12:53,Location 15
860,27-07-2020 12:55,2435,Test Service - 34,,1080,Settled,27-07-2020 12:55,27-07-2020 12:55,Location 6
861,27-07-2020 12:56,2436,Test Service - 31,,0,Settled,27-07-2020 12:56,27-07-2020 12:56,Location 1
862,27-07-2020 13:14,3434,Test Service - 34,,0,Settled,27-07-2020 13:14,27-07-2020 13:14,Location 6
863,27-07-2020 13:22,3435,Test Service - 38,,1000,Pending,27-07-2020 13:22,27-07-2020 13:22,Location 3
864,27-07-2020 13:33,3436,Test Service - 31,,800,Settled,27-07-2020 13:33,27-07-2020 13:33,Location 1
865,27-07-2020 13:49,3437,Test Service - 34,,1080,Settled,27-07-2020 13:49,27-07-2020 13:49,Location 6
866,27-07-2020 13:50,3438,Test Service - 34,,1200,PartiallySettled,27-07-2020 13:50,27-07-2020 13:50,Location 6
867,27-07-2020 13:51,3439,Test Service - 37,,1350,Settled,27-07-2020 13:51,27-07-2020 13:51,Location 7
868,27-07-2020 14:00,3440,Test Service - 31,,0,Settled,27-07-2020 14:00,27-07-2020 14:00,Location 9
869,27-07-2020 14:09,3441,Test Service - 31,,800,Settled,27-07-2020 14:09,27-07-2020 14:09,Location 9
870,27-07-2020 14:23,3442,Test Service - 31,,800,Settled,27-07-2020 14:23,27-07-2020 14:23,Location 9
871,27-07-2020 14:35,3443,Test Service - 38,,1000,Settled,27-07-2020 14:35,27-07-2020 14:35,Location 3
872,27-07-2020 14:56,3444,Test Service - 31,,720,Settled,27-07-2020 14:56,27-07-2020 14:56,Location 10
873,27-07-2020 15:38,3445,Test Service - 31,,0,Settled,27-07-2020 15:38,27-07-2020 15:38,Location 10
874,27-07-2020 15:39,1123,Test Service - 31,,800,Settled,27-07-2020 15:39,27-07-2020 15:39,Location 10
875,27-07-2020 15:39,1124,Test Service - 31,,800,Settled,27-07-2020 15:39,27-07-2020 15:39,Location 9
876,27-07-2020 15:42,1125,Test Service - 31,,800,Settled,27-07-2020 15:42,27-07-2020 15:42,Location 9
877,27-07-2020 15:44,1126,Test Service - 31,,800,Settled,27-07-2020 15:44,27-07-2020 15:44,Location 9
878,01-07-2020 10:06,1127,Test Service - 31,,0,Settled,01-07-2020 10:06,01-07-2020 10:06,Location 9
879,01-07-2020 10:45,1128,Test Service - 31,,0,Settled,01-07-2020 10:45,01-07-2020 10:45,Location 9
880,01-07-2020 10:54,1129,Test Service - 33,,1200,Settled,01-07-2020 10:54,01-07-2020 10:54,Location 11
881,01-07-2020 10:59,1130,Test Service - 31,,800,Settled,01-07-2020 10:59,01-07-2020 10:59,Location 10
882,01-07-2020 11:10,1131,Test Service - 33,,1200,Settled,01-07-2020 11:10,01-07-2020 11:10,Location 11
883,01-07-2020 11:21,1132,Test Service - 33,,1200,Settled,01-07-2020 11:21,01-07-2020 11:21,Location 11
884,01-07-2020 11:41,1133,Test Service - 33,,1200,Settled,01-07-2020 11:41,01-07-2020 11:41,Location 11
885,01-07-2020 12:12,1134,Test Service - 33,,1200,Settled,01-07-2020 12:12,01-07-2020 12:12,Location 11
886,01-07-2020 12:24,1135,Test Service - 38,,1000,Settled,01-07-2020 12:24,01-07-2020 12:24,Location 3
887,01-07-2020 12:41,1136,Test Service - 31,,0,Settled,01-07-2020 12:41,01-07-2020 12:41,Location 5
888,01-07-2020 13:20,1137,Test Service - 33,,1200,Settled,01-07-2020 13:20,01-07-2020 13:20,Location 11
889,01-07-2020 13:26,1138,Test Service - 31,,800,Settled,01-07-2020 13:26,01-07-2020 13:26,Location 10
890,01-07-2020 13:31,1139,Test Service - 34,,1200,Settled,01-07-2020 13:31,01-07-2020 13:31,Location 6
891,01-07-2020 13:42,1140,Test Service - 31,,800,Settled,01-07-2020 13:42,01-07-2020 13:42,Location 10
892,01-07-2020 13:52,1141,Test Service - 34,,1200,Settled,01-07-2020 13:52,01-07-2020 13:52,Location 6
893,01-07-2020 14:07,234,Test Service - 31,,800,Settled,01-07-2020 14:07,01-07-2020 14:07,Location 10
894,01-07-2020 14:07,235,Test Service - 31,,0,Settled,01-07-2020 14:07,01-07-2020 14:07,Location 9
895,01-07-2020 14:12,236,Test Service - 31,,-720,Cancelled,01-07-2020 14:12,01-07-2020 14:12,Location 10
896,01-07-2020 14:14,237,Test Service - 31,,720,Settled,01-07-2020 14:14,01-07-2020 14:14,Location 10
897,01-07-2020 14:18,238,Test Service - 34,,1080,Settled,01-07-2020 14:18,01-07-2020 14:18,Location 6
898,01-07-2020 15:02,239,Test Service - 38,,-1000,Cancelled,01-07-2020 15:02,01-07-2020 15:02,Location 3
899,01-07-2020 15:07,240,Test Service - 38,,1000,Settled,01-07-2020 15:07,01-07-2020 15:07,Location 3
900,01-07-2020 15:30,241,Test Service - 33,,0,Settled,01-07-2020 15:30,01-07-2020 15:30,Location 11
901,01-07-2020 15:34,242,Test Service - 31,,0,Settled,01-07-2020 15:34,01-07-2020 15:34,Location 8
902,01-07-2020 15:53,243,Test Service - 31,,720,Settled,01-07-2020 15:53,01-07-2020 15:53,Location 1
903,01-07-2020 16:20,244,Test Service - 33,,0,Settled,01-07-2020 16:20,01-07-2020 16:20,Location 12
904,01-07-2020 16:30,245,Test Service - 33,,900,Settled,01-07-2020 16:30,01-07-2020 16:30,Location 12
905,01-07-2020 16:34,246,Test Service - 34,,1200,Settled,01-07-2020 16:34,01-07-2020 16:34,Location 6
906,01-07-2020 16:42,247,Test Service - 34,,1200,Settled,01-07-2020 16:42,01-07-2020 16:42,Location 6
907,01-07-2020 17:21,248,Test Service - 38,,1000,Settled,01-07-2020 17:21,01-07-2020 17:21,Location 3
908,01-07-2020 17:25,249,Test Service - 34,,0,Settled,01-07-2020 17:25,01-07-2020 17:25,Location 6
909,01-07-2020 17:25,250,Test Service - 34,,1080,Settled,01-07-2020 17:25,01-07-2020 17:25,Location 6
910,01-07-2020 18:09,4442,Test Service - 34,,1080,Settled,01-07-2020 18:09,01-07-2020 18:09,Location 6
911,01-07-2020 18:13,4443,Test Service - 33,,0,Settled,01-07-2020 18:13,01-07-2020 18:13,Location 11
912,01-07-2020 18:35,4444,Test Service - 33,,1200,Settled,01-07-2020 18:35,01-07-2020 18:35,Location 11
913,01-07-2020 19:04,4445,Test Service - 33,,1200,Settled,01-07-2020 19:04,01-07-2020 19:04,Location 11
914,01-07-2020 19:15,4446,Test Service - 31,,800,Settled,01-07-2020 19:15,01-07-2020 19:15,Location 10
915,01-07-2020 19:21,4447,Test Service - 38,,1000,Settled,01-07-2020 19:21,01-07-2020 19:21,Location 3
916,01-07-2020 19:24,4448,Test Service - 34,,1200,Settled,01-07-2020 19:24,01-07-2020 19:24,Location 6
917,01-07-2020 19:39,4449,Test Service - 31,,800,Settled,01-07-2020 19:39,01-07-2020 19:39,Location 10
918,02-07-2020 11:27,4450,Test Service - 38,,0,Settled,02-07-2020 11:27,02-07-2020 11:27,Location 3
919,02-07-2020 12:05,234,Test Service - 31,,800,Settled,02-07-2020 12:05,02-07-2020 12:05,Location 10
920,02-07-2020 12:14,235,Test Service - 31,,800,Settled,02-07-2020 12:14,02-07-2020 12:14,Location 10
921,02-07-2020 12:19,236,Test Service - 34,,0,Settled,02-07-2020 12:19,02-07-2020 12:19,Location 6
922,02-07-2020 12:32,237,Test Service - 31,,800,Settled,02-07-2020 12:32,02-07-2020 12:32,Location 10
923,02-07-2020 13:05,234,Test Service - 31,,800,Settled,02-07-2020 13:05,02-07-2020 13:05,Location 10
924,02-07-2020 13:15,5,Test Service - 31,,800,Pending,02-07-2020 13:15,02-07-2020 13:15,Location 5
925,02-07-2020 13:26,6,Test Service - 34,,0,Settled,02-07-2020 13:26,02-07-2020 13:26,Location 6
926,02-07-2020 13:30,5,Test Service - 31,,0,Cancelled,02-07-2020 13:30,02-07-2020 13:30,Location 10
927,02-07-2020 13:34,5,Test Service - 32,,800,Settled,02-07-2020 13:34,02-07-2020 13:34,Location 13
928,02-07-2020 14:21,6,Test Service - 31,,800,Settled,02-07-2020 14:21,02-07-2020 14:21,Location 9
929,02-07-2020 15:12,7,Test Service - 31,,800,Settled,02-07-2020 15:12,02-07-2020 15:12,Location 9
930,02-07-2020 15:35,8,Test Service - 31,,640,Settled,02-07-2020 15:35,02-07-2020 15:35,Location 9
931,02-07-2020 15:58,9,Test Service - 31,,800,Settled,02-07-2020 15:58,02-07-2020 15:58,Location 9
932,02-07-2020 17:04,10,Test Service - 31,,800,Settled,02-07-2020 17:04,02-07-2020 17:04,Location 9
933,02-07-2020 17:27,11,Test Service - 31,,800,Settled,02-07-2020 17:27,02-07-2020 17:27,Location 9
934,02-07-2020 18:01,6,Test Service - 31,,0,Settled,02-07-2020 18:01,02-07-2020 18:01,Location 4
935,02-07-2020 18:02,7785,Test Service - 31,,720,Settled,02-07-2020 18:02,02-07-2020 18:02,Location 10
936,02-07-2020 18:07,3434,Test Service - 31,,0,Settled,02-07-2020 18:07,02-07-2020 18:07,Location 9
937,02-07-2020 18:14,3435,Test Service - 31,,0,Settled,02-07-2020 18:14,02-07-2020 18:14,Location 4
938,02-07-2020 18:16,3436,Test Service - 31,,800,Settled,02-07-2020 18:16,02-07-2020 18:16,Location 10
939,02-07-2020 18:18,3437,Test Service - 31,,0,Settled,02-07-2020 18:18,02-07-2020 18:18,Location 8
940,02-07-2020 18:18,3438,Test Service - 31,,800,Settled,02-07-2020 18:18,02-07-2020 18:18,Location 4
941,02-07-2020 18:27,3439,Test Service - 31,,800,Settled,02-07-2020 18:27,02-07-2020 18:27,Location 9
942,02-07-2020 18:32,3440,Test Service - 31,,0,Settled,02-07-2020 18:32,02-07-2020 18:32,Location 4
943,02-07-2020 18:34,674,Test Service - 31,,0,Settled,02-07-2020 18:34,02-07-2020 18:34,Location 4
944,02-07-2020 18:42,675,Test Service - 31,,0,Settled,02-07-2020 18:42,02-07-2020 18:42,Location 8
945,02-07-2020 18:52,676,Test Service - 31,,800,Settled,02-07-2020 18:52,02-07-2020 18:52,Location 4
946,02-07-2020 18:58,677,Test Service - 38,,1000,Settled,02-07-2020 18:58,02-07-2020 18:58,Location 3
947,02-07-2020 18:59,678,Test Service - 38,,0,Settled,02-07-2020 18:59,02-07-2020 18:59,Location 3
948,02-07-2020 19:03,679,Test Service - 37,,1350,Settled,02-07-2020 19:03,02-07-2020 19:03,Location 7
949,02-07-2020 19:05,680,Test Service - 33,,1000,Settled,02-07-2020 19:05,02-07-2020 19:05,Location 12
950,02-07-2020 19:22,681,Test Service - 33,,1000,Settled,02-07-2020 19:22,02-07-2020 19:22,Location 12
951,02-07-2020 19:25,682,Test Service - 33,,0,Settled,02-07-2020 19:25,02-07-2020 19:25,Location 15
952,02-07-2020 19:27,683,Test Service - 31,,800,Settled,02-07-2020 19:27,02-07-2020 19:27,Location 8
953,02-07-2020 19:36,684,Test Service - 33,,1000,Settled,02-07-2020 19:36,02-07-2020 19:36,Location 15
954,02-07-2020 19:39,685,Test Service - 31,,0,Settled,02-07-2020 19:39,02-07-2020 19:39,Location 8
955,02-07-2020 19:42,686,Test Service - 31,,800,Settled,02-07-2020 19:42,02-07-2020 19:42,Location 4
956,03-07-2020 09:59,687,Test Service - 37,,1350,Settled,03-07-2020 09:59,03-07-2020 09:59,Location 7
957,03-07-2020 10:06,688,Test Service - 33,,-1000,Cancelled,03-07-2020 10:06,03-07-2020 10:06,Location 12
958,03-07-2020 11:27,689,Test Service - 31,,800,Settled,03-07-2020 11:27,03-07-2020 11:27,Location 1
959,03-07-2020 11:38,690,Test Service - 31,,800,Settled,03-07-2020 11:38,03-07-2020 11:38,Location 4
960,03-07-2020 12:02,691,Test Service - 31,,800,Settled,03-07-2020 12:02,03-07-2020 12:02,Location 1
961,03-07-2020 12:41,434,Test Service - 31,,0,Settled,03-07-2020 12:41,03-07-2020 12:41,Location 4
962,03-07-2020 12:43,435,Test Service - 31,,720,Settled,03-07-2020 12:43,03-07-2020 12:43,Location 1
963,03-07-2020 12:45,436,Test Service - 31,,800,Settled,03-07-2020 12:45,03-07-2020 12:45,Location 1
964,03-07-2020 14:12,437,Test Service - 37,,1350,Settled,03-07-2020 14:12,03-07-2020 14:12,Location 7
965,03-07-2020 14:35,438,Test Service - 31,,720,Settled,03-07-2020 14:35,03-07-2020 14:35,Location 4
966,03-07-2020 14:47,439,Test Service - 31,,800,Settled,03-07-2020 14:47,03-07-2020 14:47,Location 1
